x,y,objet
170.459,16.735,carre
171.582,16.735,carre
172.705,15.6124,carre
173.827,15.6124,carre
174.95,15.6124,carre
172.705,16.7347,carre
173.827,16.7347,carre
174.95,16.7347,carre
176.072,15.6121,carre
177.194,15.6124,carre
176.072,16.735,carre
177.195,16.735,carre
178.317,15.6121,carre
179.44,15.6121,carre
178.317,16.735,carre
179.44,16.735,carre
180.562,15.6121,carre
181.685,15.6121,carre
180.562,16.735,carre
181.685,16.735,carre
182.807,15.6124,carre
183.93,15.6121,carre
182.807,16.735,carre
183.93,16.735,carre
185.052,15.6124,carre
186.174,15.6124,carre
187.297,15.6124,carre
185.052,16.7347,carre
186.174,16.7347,carre
187.297,16.7347,carre
188.419,15.6121,carre
189.542,15.6121,carre
188.419,16.735,carre
189.542,16.735,carre
190.664,15.6121,carre
191.787,15.6121,carre
190.664,16.735,carre
191.787,16.735,carre
192.909,15.6124,carre
194.032,15.6121,carre
192.909,16.735,carre
194.032,16.735,carre
195.154,15.6124,carre
196.276,15.6124,carre
197.399,15.6124,carre
195.154,16.7347,carre
196.276,16.7347,carre
197.399,16.7347,carre
198.521,15.6121,carre
199.644,15.6124,carre
198.521,16.735,carre
199.644,16.735,carre
200.766,15.6121,carre
201.889,15.6121,carre
200.766,16.735,carre
201.889,16.735,carre
203.011,15.6121,carre
204.134,15.6121,carre
203.011,16.735,carre
204.134,16.735,carre
205.256,15.6124,carre
206.379,15.6121,carre
205.256,16.735,carre
206.379,16.735,carre
207.501,15.6124,carre
208.623,15.6124,carre
209.746,15.6124,carre
207.501,16.7347,carre
208.623,16.7347,carre
209.746,16.735,carre
210.868,15.6121,carre
211.991,15.6121,carre
210.868,16.735,carre
211.991,16.735,carre
213.113,15.6121,carre
214.236,15.6124,carre
213.113,16.735,carre
214.236,16.7347,carre
35.7637,17.8573,carre
36.8867,17.8573,carre
35.7637,18.9797,carre
36.887,18.9799,carre
38.0092,17.8573,carre
39.1319,17.857,carre
38.0089,18.9799,carre
39.1319,18.9799,carre
40.2541,17.8573,carre
41.3766,17.8573,carre
42.499,17.8573,carre
40.2538,18.9799,carre
41.3765,18.9797,carre
42.499,18.9803,carre
43.6209,17.8573,carre
44.7439,17.8573,carre
43.6213,18.9799,carre
